#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        7756     1.61885     1.46032  0.00656091
        7757     1.61644     1.46034  0.00656009
        7758     1.61383     1.46036  0.00655928
        7759     1.61054     1.46038  0.00655846
        7760     1.60657      1.4604  0.00655764
        7761     1.60241     1.46042  0.00655682
        7762     1.59857     1.46044    0.006556
        7763     1.59338     1.46045  0.00655518
        7764     1.58688     1.46047  0.00655436
        7765     1.58127     1.46049  0.00655353
        7766      1.5749      1.4605   0.0065527
        7767     1.56781     1.46051  0.00655187
        7768      1.5615     1.46053  0.00655104
        7769      1.5553     1.46054  0.00655021
        7770     1.54876     1.46055  0.00654938
        7771     1.54242     1.46056  0.00654854
        7772      1.5361     1.46057  0.00654771
        7773     1.53057     1.46058  0.00654687
        7774     1.52467     1.46059  0.00654604
        7775     1.51894      1.4606   0.0065452
        7776     1.51344      1.4606  0.00654436
        7777     1.50797     1.46061  0.00654352
        7778     1.50284     1.46061  0.00654268
        7779     1.49738     1.46062  0.00654184
        7780     1.49331     1.46062    0.006541
        7781     1.48901     1.46063  0.00654016
        7782     1.48573     1.46063  0.00653932
        7783     1.48279     1.46063  0.00653848
        7784     1.48096     1.46064  0.00653764
        7785     1.47957     1.46064  0.00653681
        7786     1.47794     1.46064  0.00653597
        7787     1.47729     1.46064  0.00653513
        7788     1.47766     1.46064  0.00653429
        7789     1.47836     1.46065  0.00653345
        7790     1.48061     1.46065  0.00653261
        7791     1.48369     1.46065  0.00653177
        7792     1.48712     1.46066  0.00653094
        7793     1.49187     1.46066   0.0065301
        7794     1.49717     1.46066  0.00652926
        7795       1.503     1.46067  0.00652843
        7796     1.50906     1.46068  0.00652759
        7797     1.51724     1.46068  0.00652676
        7798     1.52503     1.46069  0.00652593
        7799     1.53357      1.4607   0.0065251
        7800     1.54345     1.46071  0.00652427
        7801     1.55241     1.46072  0.00652345
        7802     1.56223     1.46074  0.00652262
        7803     1.57181     1.46075   0.0065218
        7804     1.58173     1.46077  0.00652098
        7805     1.59111     1.46078  0.00652017
        7806     1.60003      1.4608  0.00651936
        7807     1.60786     1.46082  0.00651855
        7808     1.61565     1.46084  0.00651775
        7809     1.62206     1.46086  0.00651694
        7810     1.62744     1.46088  0.00651615
        7811     1.63265      1.4609  0.00651535
        7812     1.63567     1.46093  0.00651455
        7813      1.6374     1.46095  0.00651376
        7814     1.63683     1.46097  0.00651296
        7815     1.63563     1.46099  0.00651217
        7816     1.63381     1.46102  0.00651137
        7817     1.63021     1.46104  0.00651058
        7818     1.62487     1.46106  0.00650978
        7819     1.61908     1.46108  0.00650898
        7820     1.61246      1.4611  0.00650817
        7821     1.60486     1.46112  0.00650737
        7822     1.59594     1.46113  0.00650656
        7823      1.5863     1.46115  0.00650574
        7824     1.57536     1.46116  0.00650493
        7825     1.56541     1.46118  0.00650411
        7826     1.55419     1.46119  0.00650329
        7827     1.54327      1.4612  0.00650247
        7828     1.53203     1.46121  0.00650164
        7829     1.52013     1.46122  0.00650082
        7830      1.5096     1.46122  0.00649999
        7831     1.49835     1.46123  0.00649916
        7832     1.48746     1.46123  0.00649833
        7833     1.47746     1.46123   0.0064975
        7834     1.46796     1.46123  0.00649668
        7835     1.45852     1.46123  0.00649585
        7836     1.44943     1.46123  0.00649502
        7837     1.44193     1.46123  0.00649419
        7838     1.43438     1.46123  0.00649336
        7839     1.42823     1.46122  0.00649253
        7840     1.42182     1.46122  0.00649171
        7841     1.41682     1.46121  0.00649088
        7842     1.41277      1.4612  0.00649006
        7843     1.40892      1.4612  0.00648923
        7844     1.40502     1.46119  0.00648841
        7845     1.40225     1.46118  0.00648759
        7846     1.40083     1.46118  0.00648677
        7847     1.40047     1.46117  0.00648594
        7848     1.40044     1.46116  0.00648512
        7849     1.39996     1.46115   0.0064843
        7850     1.40091     1.46114  0.00648348
        7851     1.40279     1.46114  0.00648266
        7852     1.40481     1.46113  0.00648184
        7853     1.40621     1.46112  0.00648101
        7854     1.40862     1.46112  0.00648019
        7855     1.41104     1.46111  0.00647937
        7856     1.41365      1.4611  0.00647855
        7857     1.41569      1.4611  0.00647773
        7858     1.41831     1.46109   0.0064769
        7859     1.42123     1.46109  0.00647608
        7860     1.42369     1.46108  0.00647526
        7861      1.4266     1.46108  0.00647444
        7862     1.42921     1.46107  0.00647362
        7863     1.43051     1.46107  0.00647279
        7864     1.43264     1.46107  0.00647197
        7865     1.43463     1.46106  0.00647115
        7866      1.4362     1.46106  0.00647033
        7867     1.43781     1.46106  0.00646951
        7868     1.43969     1.46105  0.00646868
        7869     1.44158     1.46105  0.00646786
        7870       1.443     1.46105  0.00646704
        7871      1.4437     1.46105  0.00646622
        7872     1.44441     1.46105   0.0064654
        7873     1.44441     1.46104  0.00646458
        7874     1.44539     1.46104  0.00646376
        7875     1.44543     1.46104  0.00646294
        7876     1.44527     1.46104  0.00646212
        7877     1.44493     1.46104   0.0064613
        7878     1.44467     1.46103  0.00646048
        7879     1.44402     1.46103  0.00645966
        7880     1.44277     1.46103  0.00645884
        7881     1.44142     1.46103  0.00645802
        7882     1.44097     1.46102   0.0064572
        7883     1.44071     1.46102  0.00645638
        7884     1.43924     1.46102  0.00645556
        7885     1.43778     1.46102  0.00645474
        7886     1.43686     1.46101  0.00645393
        7887     1.43602     1.46101  0.00645311
        7888     1.43458     1.46101  0.00645229
        7889     1.43425       1.461  0.00645147
        7890     1.43459       1.461  0.00645066
        7891     1.43468       1.461  0.00644984
        7892     1.43574     1.46099  0.00644903
        7893     1.43615     1.46099  0.00644821
        7894     1.43738     1.46099  0.00644739
        7895     1.43873     1.46098  0.00644658
        7896     1.44074     1.46098  0.00644576
        7897     1.44223     1.46098  0.00644494
        7898     1.44444     1.46098  0.00644413
        7899      1.4474     1.46098  0.00644331
        7900     1.45114     1.46097   0.0064425
        7901      1.4552     1.46097  0.00644168
        7902     1.46032     1.46097  0.00644087
        7903     1.46604     1.46097  0.00644005
        7904     1.47164     1.46097  0.00643924
        7905     1.47882     1.46098  0.00643842
        7906     1.48611     1.46098  0.00643761
        7907     1.49352     1.46098   0.0064368
        7908     1.50174     1.46099  0.00643599
        7909     1.51052       1.461  0.00643517
        7910     1.51983       1.461  0.00643437
        7911     1.53033     1.46101  0.00643356
        7912     1.53982     1.46102  0.00643275
        7913     1.55041     1.46103  0.00643195
        7914     1.56059     1.46105  0.00643115
        7915     1.57247     1.46106  0.00643035
        7916     1.58429     1.46108  0.00642956
        7917      1.5962     1.46109  0.00642877
        7918     1.60861     1.46111  0.00642798
        7919     1.62023     1.46113   0.0064272
        7920     1.63074     1.46115  0.00642643
        7921     1.64197     1.46118  0.00642566
        7922     1.65213      1.4612  0.00642489
        7923     1.66235     1.46123  0.00642413
        7924      1.6723     1.46125  0.00642338
        7925     1.68162     1.46128  0.00642262
        7926      1.6905     1.46131  0.00642188
        7927     1.69836     1.46134  0.00642114
        7928     1.70487     1.46137   0.0064204
        7929     1.71046      1.4614  0.00641967
        7930     1.71554     1.46143  0.00641894
        7931     1.71883     1.46147  0.00641821
        7932     1.72173      1.4615  0.00641749
        7933     1.72299     1.46153  0.00641676
        7934     1.72283     1.46156  0.00641604
        7935     1.72193      1.4616  0.00641531
        7936     1.71957     1.46163  0.00641459
        7937     1.71573     1.46166  0.00641386
        7938     1.71116     1.46169  0.00641313
        7939     1.70563     1.46172  0.00641239
        7940     1.69917     1.46175  0.00641166
        7941     1.69039     1.46178  0.00641091
        7942     1.68103     1.46181  0.00641017
        7943      1.6709     1.46184  0.00640941
        7944     1.65961     1.46186  0.00640866
        7945     1.64869     1.46188  0.00640789
        7946     1.63509     1.46191  0.00640712
        7947     1.62135     1.46193  0.00640635
        7948     1.60732     1.46194  0.00640557
        7949     1.59336     1.46196  0.00640478
        7950     1.57841     1.46198  0.00640399
        7951     1.56354     1.46199   0.0064032
        7952     1.54912       1.462  0.00640241
        7953     1.53506     1.46201  0.00640161
        7954     1.52098     1.46202  0.00640081
        7955     1.50704     1.46202      0.0064
        7956     1.49335     1.46203   0.0063992
        7957     1.48029     1.46203   0.0063984
        7958     1.46795     1.46203  0.00639759
        7959     1.45598     1.46203  0.00639679
        7960     1.44543     1.46203  0.00639599
        7961     1.43543     1.46202  0.00639518
        7962     1.42775     1.46202  0.00639438
        7963     1.42149     1.46201  0.00639358
        7964     1.41597     1.46201  0.00639278
        7965     1.41124       1.462  0.00639198
        7966      1.4078     1.46199  0.00639118
        7967     1.40589     1.46199  0.00639038
        7968     1.40477     1.46198  0.00638959
        7969     1.40538     1.46197  0.00638879
        7970     1.40647     1.46197  0.00638799
        7971     1.40942     1.46196  0.00638719
        7972      1.4127     1.46195  0.00638639
        7973     1.41816     1.46195   0.0063856
        7974     1.42448     1.46194   0.0063848
        7975     1.43132     1.46194    0.006384
